territory,menu item,price,category,menu
Australia,Small Vanilla Shake,3.57,Shakes & Frappes,Regular Menu
Australia,Medium Chocolate Frappé,4.08,Shakes & Frappes,Regular Menu
Australia,Medium Coffee Frappé,4.08,Shakes & Frappes,Regular Menu
Australia,Medium Salted Caramel Frappé,4.08,Shakes & Frappes,Regular Menu
Australia,Small Orange Juice,3.22,Juice & Bottled Drinks,Regular Menu
Australia,Small Orange Fruit Drink,3.22,Juice & Bottled Drinks,Regular Menu
Australia,Apple Juice 250mL,3,Juice & Bottled Drinks,Regular Menu
Australia,Bottled Water 250mL,2.75,Juice & Bottled Drinks,Regular Menu
Australia,CalciYum™ Chocolate Flavoured Milk,3.25,Juice & Bottled Drinks,Regular Menu
Australia,Bottled Water 600mL,3.25,Juice & Bottled Drinks,Regular Menu
Australia,Truffle Flavoured Mayo,0.47,Condiments,Regular Menu
Australia,Spicy Buffalo Sauce,0.47,Condiments,Regular Menu
Australia,Outback BBQ Sauce,0.47,Condiments,Regular Menu
Australia,Wasabi Flavoured Mayo,0.47,Condiments,Regular Menu
Australia,Tomato Chilli Jam,0.47,Condiments,Regular Menu
Australia,Mustard Sauce,0.47,Condiments,Regular Menu
Australia,Barbecue Sauce,0.47,Condiments,Regular Menu
Australia,Sweet 'n Sour Sauce,0.47,Condiments,Regular Menu
Australia,Aioli Sauce Tub,0.47,Condiments,Regular Menu
Australia,Big Mac Special Sauce,0.47,Condiments,Regular Menu
Australia,Ketchup,0.19,Condiments,Regular Menu
Australia,McChicken Sauce,0.47,Condiments,Regular Menu
Australia,Bottled Water 600mL,3.25,RMHC Support,Regular Menu
New Zealand,Bacon & Egg McMuffin®,5.35,Featured items,Breakfast
New Zealand,10pc Chicken McNuggets®,7.6,Featured items,Breakfast
New Zealand,Hotcakes with Whipped Butter & Syrup,5.29,Featured items,Breakfast
New Zealand,Massive McMuffin®,6.36,Featured items,Breakfast
New Zealand,Big Mac®,5.94,Featured items,Breakfast
New Zealand,Sausage & Egg McMuffin®,5.35,Featured items,Breakfast
New Zealand,NYC Benedict Bagel®,6.24,Featured items,Breakfast
New Zealand,Big Brekkie Burger,7.01,Featured items,Breakfast
New Zealand,Double Quarter Pounder®,7.9,Featured items,Breakfast
New Zealand,McChicken®,5.94,Featured items,Breakfast
New Zealand,Bacon & Egg McMuffin®,5.35,Brekkie Meals,Breakfast
New Zealand,Hotcakes with Whipped Butter & Syrup,5.29,Brekkie Meals,Breakfast
New Zealand,Massive McMuffin®,6.36,Brekkie Meals,Breakfast
New Zealand,Big Brekkie Burger,7.01,Brekkie Meals,Breakfast
New Zealand,Sausage & Egg McMuffin®,5.35,Brekkie Meals,Breakfast
New Zealand,NYC Benedict Bagel®,6.24,Brekkie Meals,Breakfast
New Zealand,Chicken McMuffin®,4.51,Brekkie Meals,Breakfast
New Zealand,BLT Bagel,6,Brekkie Meals,Breakfast
New Zealand,Sausage McMuffin®,4.51,Brekkie Meals,Breakfast
New Zealand,Chicken & Bacon McMuffin®,5.29,Brekkie Meals,Breakfast
New Zealand,Big Mac®,5.94,All Day Favourites,Breakfast
New Zealand,McChicken®,5.94,All Day Favourites,Breakfast
New Zealand,Cheeseburger,3.45,All Day Favourites,Breakfast
New Zealand,Double Cheeseburger,4.69,All Day Favourites,Breakfast
New Zealand,10pc Chicken McNuggets®,7.6,All Day Favourites,Breakfast
New Zealand,6pc Chicken McNuggets®,5.76,All Day Favourites,Breakfast
New Zealand,Quarter Pounder®,5.94,All Day Favourites,Breakfast
New Zealand,Double Big Mac®,7.31,All Day Favourites,Breakfast
New Zealand,Double Quarter Pounder®,7.9,All Day Favourites,Breakfast
New Zealand,20pc Chicken McNuggets®,12.53,All Day Favourites,Breakfast
New Zealand,Double McChicken®,7.31,All Day Favourites,Breakfast
New Zealand,Big Mac Dinner for 2,19.6,To Share,Breakfast
New Zealand,The Family Pack,23.76,To Share,Breakfast
New Zealand,The Cheeseburger Stack,13.66,To Share,Breakfast
New Zealand,Hash Brown,2.73,Sides,Breakfast
New Zealand,Small Fries,3.21,Sides,Breakfast
New Zealand,6pc Chicken McNuggets® Happy Meal®,6.83,Happy Meals,Breakfast
New Zealand,Cheeseburger Happy Meal®,5.76,Happy Meals,Breakfast
New Zealand,Hotcakes Happy Meal®,5.76,Happy Meals,Breakfast
New Zealand,3pc Chicken McNuggets® Happy Meal®,5.76,Happy Meals,Breakfast
New Zealand,Small Hot Chocolate McCafé®,3.68,McCafé® Drinks,Breakfast
New Zealand,Small Flat White McCafe®,3.68,McCafé® Drinks,Breakfast
New Zealand,Small Latté  McCafe®,3.68,McCafé® Drinks,Breakfast
New Zealand,Small Mochaccino McCafe®,3.68,McCafé® Drinks,Breakfast
New Zealand,Small Cappuccino McCafe®,3.68,McCafé® Drinks,Breakfast
New Zealand,Small Chai Latté McCafé®,3.68,McCafé® Drinks,Breakfast
New Zealand,Small Long Black McCafe®,3.15,McCafé® Drinks,Breakfast
New Zealand,Kiwi Blue® Water 600ml,1.78,Juice & Water,Breakfast
New Zealand,Small Fuze Tea® Peach Black Iced Tea,2.91,Juice & Water,Breakfast
New Zealand,Pump® Mini Water,2.91,Juice & Water,Breakfast
New Zealand,Apple Blackcurrant Drink,3.56,Juice & Water,Breakfast
New Zealand,Small Coke®,2.91,Soft Drinks,Breakfast
New Zealand,Small Fanta® Raspberry,2.91,Soft Drinks,Breakfast
New Zealand,Small Sprite® Zero Sugar,2.91,Soft Drinks,Breakfast
New Zealand,Small Coke® Zero Sugar,2.91,Soft Drinks,Breakfast
New Zealand,Small Fanta® Orange,2.91,Soft Drinks,Breakfast
New Zealand,Small L&P®,2.91,Soft Drinks,Breakfast
New Zealand,Mayonnaise,0.18,Brekkie Condiments,Breakfast
New Zealand,Ketchup,0.18,Brekkie Condiments,Breakfast
New Zealand,Hot Cake Syrup,0.3,Brekkie Condiments,Breakfast
New Zealand,Whipped Butter,0.12,Brekkie Condiments,Breakfast
New Zealand,10pc Chicken McNuggets®,7.6,Featured items,Lunch & Dinner
New Zealand,Big Mac®,5.94,Featured items,Lunch & Dinner
New Zealand,Triple Cheeseburger,6.18,Featured items,Lunch & Dinner
New Zealand,Double Cheeseburger,4.69,Featured items,Lunch & Dinner
New Zealand,Double Quarter Pounder®,7.9,Featured items,Lunch & Dinner
New Zealand,McChicken®,5.94,Featured items,Lunch & Dinner
New Zealand,Cheeseburger,3.45,Featured items,Lunch & Dinner
New Zealand,6pc Chicken McNuggets®,5.76,Featured items,Lunch & Dinner
New Zealand,Quarter Pounder®,5.94,Featured items,Lunch & Dinner
New Zealand,McChicken Chomp,11.88,Featured items,Lunch & Dinner
New Zealand,Big Mac®,5.94,Most Popular,Lunch & Dinner
New Zealand,10pc Chicken McBites®,2.38,Most Popular,Lunch & Dinner
New Zealand,YOU CHOOSE Dinner for 2,19.01,Most Popular,Lunch & Dinner
New Zealand,Double Cheeseburger,4.69,Most Popular,Lunch & Dinner
New Zealand,The Family Pack,23.76,Most Popular,Lunch & Dinner
New Zealand,Double Quarter Pounder®,7.9,Most Popular,Lunch & Dinner
New Zealand,YOU CHOOSE Family Dinner Pack,35.64,Most Popular,Lunch & Dinner
New Zealand,Cheeseburger,3.45,Favourites,Lunch & Dinner
New Zealand,Big Mac®,5.94,Favourites,Lunch & Dinner
New Zealand,McChicken®,5.94,Favourites,Lunch & Dinner
New Zealand,Double Cheeseburger,4.69,Favourites,Lunch & Dinner
New Zealand,Quarter Pounder®,5.94,Favourites,Lunch & Dinner
New Zealand,The Boss®,8.14,Favourites,Lunch & Dinner
New Zealand,McSpicy®,6.83,Favourites,Lunch & Dinner
New Zealand,Filet-O-Fish®,5.29,Favourites,Lunch & Dinner
New Zealand,Triple Cheeseburger,6.18,Favourites,Lunch & Dinner
New Zealand,Double Quarter Pounder®,7.9,Favourites,Lunch & Dinner
New Zealand,Double McChicken®,7.31,Favourites,Lunch & Dinner
New Zealand,Double Big Mac®,7.31,Favourites,Lunch & Dinner
New Zealand,Double Filet-O-Fish®,6.65,Favourites,Lunch & Dinner
New Zealand,Hamburger,2.85,Favourites,Lunch & Dinner
New Zealand,The Serious Angus®,7.37,Gourmet Creations,Lunch & Dinner
New Zealand,Almighty Texan BBQ Burger,9.21,Gourmet Creations,Lunch & Dinner
New Zealand,Crispy Chicken Bacon Deluxe,8.2,Gourmet Creations,Lunch & Dinner
New Zealand,Crispy Chicken Almighty,9.5,Gourmet Creations,Lunch & Dinner
New Zealand,Grilled Chicken Bacon Deluxe,8.2,Gourmet Creations,Lunch & Dinner
New Zealand,Grilled Chicken Almighty,9.5,Gourmet Creations,Lunch & Dinner
New Zealand,10pc Chicken McNuggets®,7.6,To Share,Lunch & Dinner
New Zealand,10pc Chicken McBites®,2.38,To Share,Lunch & Dinner
New Zealand,6pc Chicken McNuggets®,5.76,To Share,Lunch & Dinner
New Zealand,McChicken Chomp,11.88,To Share,Lunch & Dinner
New Zealand,YOU CHOOSE Dinner for 2,19.01,To Share,Lunch & Dinner
New Zealand,20pc Chicken McNuggets®,12.53,To Share,Lunch & Dinner
New Zealand,The Family Pack,23.76,To Share,Lunch & Dinner
New Zealand,YOU CHOOSE Dessert Bundle,4.16,To Share,Lunch & Dinner
New Zealand,YOU CHOOSE Family Dinner Pack,35.64,To Share,Lunch & Dinner
New Zealand,The Cheeseburger Stack,13.66,To Share,Lunch & Dinner
New Zealand,Cheeseburger Happy Meal®,5.76,Happy Meal,Lunch & Dinner
New Zealand,6pc Chicken McNuggets® Happy Meal®,6.83,Happy Meal,Lunch & Dinner
New Zealand,Crispy Chicken Snack Wrap™ Happy Meal®,5.76,Happy Meal,Lunch & Dinner
New Zealand,3pc Chicken McNuggets® Happy Meal®,5.76,Happy Meal,Lunch & Dinner
New Zealand,Grilled Chicken Snack Wrap™ Happy Meal®,5.76,Happy Meal,Lunch & Dinner
New Zealand,Lotus Biscoff® McFlurry®,4.34,Desserts,Lunch & Dinner
New Zealand,McFlurry® with Oreo® Cookies,4.34,Desserts,Lunch & Dinner
New Zealand,Hot Apple Pie,2.85,Desserts,Lunch & Dinner
New Zealand,Regular Hot Fudge Sundae,3.21,Desserts,Lunch & Dinner
New Zealand,M&Ms® MINIS® McFlurry®,4.34,Desserts,Lunch & Dinner
New Zealand,Choc Top Super Sundae,3.86,Desserts,Lunch & Dinner
New Zealand,Regular Caramel Sundae,3.21,Desserts,Lunch & Dinner
New Zealand,Regular Plain Sundae,3.21,Desserts,Lunch & Dinner
New Zealand,Apple Pie with Soft Serve,3.09,Desserts,Lunch & Dinner
New Zealand,Regular Strawberry Sundae,3.21,Desserts,Lunch & Dinner
New Zealand,Small Fries,3.21,Snacks and Fries,Lunch & Dinner
New Zealand,10pc Chicken McBites®,2.38,Snacks and Fries,Lunch & Dinner
New Zealand,6pc Chicken McNuggets®,5.76,Snacks and Fries,Lunch & Dinner
New Zealand,Small Hot Chocolate McCafé®,3.68,McCafé® Drinks,Lunch & Dinner
New Zealand,Small Mochaccino McCafe®,3.68,McCafé® Drinks,Lunch & Dinner
New Zealand,Small Flat White McCafe®,3.68,McCafé® Drinks,Lunch & Dinner
New Zealand,Small Latté  McCafe®,3.68,McCafé® Drinks,Lunch & Dinner
New Zealand,Small Long Black McCafe®,3.15,McCafé® Drinks,Lunch & Dinner
New Zealand,Small Chai Latté McCafé®,3.68,McCafé® Drinks,Lunch & Dinner
New Zealand,Small Cappuccino McCafe®,3.68,McCafé® Drinks,Lunch & Dinner
New Zealand,Small Coke®,2.91,Soft Drinks,Lunch & Dinner
New Zealand,Small Fanta® Raspberry,2.91,Soft Drinks,Lunch & Dinner
New Zealand,Small Coke® Zero Sugar,2.91,Soft Drinks,Lunch & Dinner
New Zealand,Small Sprite® Zero Sugar,2.91,Soft Drinks,Lunch & Dinner
New Zealand,Small L&P®,2.91,Soft Drinks,Lunch & Dinner
New Zealand,Small Fanta® Orange,2.91,Soft Drinks,Lunch & Dinner
New Zealand,Small Choc Shake,3.8,Shakes,Lunch & Dinner
New Zealand,Small Strawberry Shake,3.8,Shakes,Lunch & Dinner
New Zealand,Small Vanilla Shake,3.8,Shakes,Lunch & Dinner
New Zealand,Small Banana Flavour Shake,3.8,Shakes,Lunch & Dinner
New Zealand,Small Fuze Tea® Peach Black Iced Tea,2.91,Juice & Water,Lunch & Dinner
New Zealand,Kiwi Blue® Water 600ml,1.78,Juice & Water,Lunch & Dinner
New Zealand,Pump® Mini Water,2.91,Juice & Water,Lunch & Dinner
New Zealand,Apple Blackcurrant Drink,3.56,Juice & Water,Lunch & Dinner
New Zealand,Sweet and Sour Sauce,0.3,Condiments,Lunch & Dinner
New Zealand,Mayonnaise,0.18,Condiments,Lunch & Dinner
New Zealand,Barbeque Sauce,0.3,Condiments,Lunch & Dinner
New Zealand,Ketchup,0.18,Condiments,Lunch & Dinner
New Zealand,10pc Chicken McNuggets®,7.6,Featured items,Overnight
New Zealand,Big Mac®,5.94,Featured items,Overnight
New Zealand,Double Cheeseburger,4.69,Featured items,Overnight
New Zealand,Triple Cheeseburger,6.18,Featured items,Overnight
New Zealand,McChicken®,5.94,Featured items,Overnight
New Zealand,Double Quarter Pounder®,7.9,Featured items,Overnight
New Zealand,6pc Chicken McNuggets®,5.76,Featured items,Overnight
New Zealand,Cheeseburger,3.45,Featured items,Overnight
New Zealand,Quarter Pounder®,5.94,Featured items,Overnight
New Zealand,Lotus Biscoff® McFlurry®,4.34,Featured items,Overnight
New Zealand,Big Mac Dinner for 2,19.6,Big Mac® Bundles,Overnight
New Zealand,10pc Chicken McNuggets®,7.6,To Share,Overnight
New Zealand,YOU CHOOSE Dinner for 2,19.01,To Share,Overnight
New Zealand,YOU CHOOSE Dessert Bundle,4.16,To Share,Overnight
New Zealand,6pc Chicken McNuggets®,5.76,To Share,Overnight
New Zealand,The Family Pack,23.76,To Share,Overnight
New Zealand,20pc Chicken McNuggets®,12.53,To Share,Overnight
New Zealand,The Cheeseburger Stack,13.66,To Share,Overnight
New Zealand,YOU CHOOSE Family Dinner Pack,35.64,To Share,Overnight
New Zealand,Big Mac®,5.94,Favourites,Overnight
New Zealand,Double Cheeseburger,4.69,Favourites,Overnight
New Zealand,Cheeseburger,3.45,Favourites,Overnight
New Zealand,Triple Cheeseburger,6.18,Favourites,Overnight
New Zealand,McChicken®,5.94,Favourites,Overnight
New Zealand,Double Quarter Pounder®,7.9,Favourites,Overnight
New Zealand,Quarter Pounder®,5.94,Favourites,Overnight
New Zealand,Filet-O-Fish®,5.29,Favourites,Overnight
New Zealand,Double McChicken®,7.31,Favourites,Overnight
New Zealand,Double Big Mac®,7.31,Favourites,Overnight
New Zealand,Double Filet-O-Fish®,6.65,Favourites,Overnight
New Zealand,Hamburger,2.85,Favourites,Overnight
New Zealand,Small Fries,3.21,Snacks & Fries,Overnight
New Zealand,6pc Chicken McNuggets®,5.76,Snacks & Fries,Overnight
New Zealand,6pc Chicken McNuggets® Happy Meal®,6.83,Happy Meal,Overnight
New Zealand,Cheeseburger Happy Meal®,5.76,Happy Meal,Overnight
New Zealand,3pc Chicken McNuggets® Happy Meal®,5.76,Happy Meal,Overnight
New Zealand,McFlurry® with Oreo® Cookies,4.34,Desserts,Overnight
New Zealand,Lotus Biscoff® McFlurry®,4.34,Desserts,Overnight
New Zealand,Hot Apple Pie,2.85,Desserts,Overnight
New Zealand,M&Ms® MINIS® McFlurry®,4.34,Desserts,Overnight
New Zealand,Regular Hot Fudge Sundae,3.21,Desserts,Overnight
New Zealand,Choc Top Super Sundae,3.86,Desserts,Overnight
New Zealand,Regular Caramel Sundae,3.21,Desserts,Overnight
New Zealand,Regular Plain Sundae,3.21,Desserts,Overnight
New Zealand,Apple Pie with Soft Serve,3.09,Desserts,Overnight
New Zealand,Regular Strawberry Sundae,3.21,Desserts,Overnight
New Zealand,Small Hot Chocolate McCafé®,3.68,McCafé® Drinks,Overnight
New Zealand,Small Mochaccino McCafe®,3.68,McCafé® Drinks,Overnight
New Zealand,Small Chai Latté McCafé®,3.68,McCafé® Drinks,Overnight
New Zealand,Small Flat White McCafe®,3.68,McCafé® Drinks,Overnight
New Zealand,Small Cappuccino McCafe®,3.68,McCafé® Drinks,Overnight
New Zealand,Small Long Black McCafe®,3.15,McCafé® Drinks,Overnight
New Zealand,Small Latté  McCafe®,3.68,McCafé® Drinks,Overnight
New Zealand,Small Coke®,2.91,Soft Drinks,Overnight
New Zealand,Small Fanta® Raspberry,2.91,Soft Drinks,Overnight
New Zealand,Small Sprite® Zero Sugar,2.91,Soft Drinks,Overnight
New Zealand,Small Coke® Zero Sugar,2.91,Soft Drinks,Overnight
New Zealand,Small Fanta® Orange,2.91,Soft Drinks,Overnight
New Zealand,Small L&P®,2.91,Soft Drinks,Overnight
New Zealand,Small Choc Shake,3.8,Shakes,Overnight
New Zealand,Small Banana Flavour Shake,3.8,Shakes,Overnight
New Zealand,Small Strawberry Shake,3.8,Shakes,Overnight
New Zealand,Small Vanilla Shake,3.8,Shakes,Overnight
New Zealand,Small Fuze Tea® Peach Black Iced Tea,2.91,Juice & Water,Overnight
New Zealand,Kiwi Blue® Water 600ml,1.78,Juice & Water,Overnight
New Zealand,Pump® Mini Water,2.91,Juice & Water,Overnight
New Zealand,Apple Blackcurrant Drink,3.56,Juice & Water,Overnight
New Zealand,Sweet and Sour Sauce,0.3,Condiments,Overnight
New Zealand,Mayonnaise,0.18,Condiments,Overnight
New Zealand,Barbeque Sauce,0.3,Condiments,Overnight
New Zealand,Ketchup,0.18,Condiments,Overnight
Pakistan,1 Spicy McCrispy + 1 Regular Drink,1.08,Delivery Exclusive,Regular
Pakistan,Any 2 Regular Shakes,1.23,Delivery Exclusive,Regular
Pakistan,Any 2 Regular Shakes,1.23,Delivery Exclusive,Breakfast
Pakistan,McFlurry - Fudge Brownie,1.72,★What's New★,Regular
Pakistan,1 Spicy McCrispy + 1 Regular Drink,1.08,Chicken & Fish,Regular
Pakistan,Hot n Crispy Burger,1.19,Chicken & Fish,Regular
Pakistan,Spicy McCrispy,1.86,Chicken & Fish,Regular
Pakistan,Chicken Mac,2.35,Chicken & Fish,Regular
Pakistan,McChicken ,1.71,Chicken & Fish,Regular
Pakistan,Grand Chicken Spicy,2.94,Chicken & Fish,Regular
Pakistan,McArabia,1.94,Chicken & Fish,Regular
Pakistan,Chicken McNuggets 6 pcs,1.89,Chicken & Fish,Regular
Pakistan,Chicken McNuggets 9 pcs,2.48,Chicken & Fish,Regular
Pakistan,Chicken McNuggets 20 pcs,4.11,Chicken & Fish,Regular
Pakistan,Chicken Burger with Cheese,1.37,Chicken & Fish,Regular
Pakistan,Mini McArabia,1.19,Chicken & Fish,Regular
Pakistan,Cheese Burger,1.4,Chicken & Fish,Regular
Pakistan,Filet-O-Fish ,2.2,Chicken & Fish,Regular
Pakistan,Garlic Mayo Wrap,1.43,Chicken & Fish,Regular
Pakistan,Chipotle Wrap,1.43,Chicken & Fish,Regular
Pakistan,BBQ Wrap,1.43,Chicken & Fish,Regular
Pakistan,Big Mac,2.51,Beef,Regular
Pakistan,Quarter Pounder,2.51,Beef,Regular
Pakistan,McRoyale ,2.51,Beef,Regular
Pakistan,Double Cheese Burger,2.32,Beef,Regular
Pakistan,Spicy McCrispy Double,2.77,Double Patty Burgers,Regular
Pakistan,Hot n Crispy Double,1.23,Double Patty Burgers,Regular
Pakistan,McChicken Double,2.15,Double Patty Burgers,Regular
Pakistan,Double Big Mac,3.38,Double Patty Burgers,Regular
Pakistan,Quarter Pounder Double,3.69,Double Patty Burgers,Regular
Pakistan,Filet-O-Fish Double,3.17,Double Patty Burgers,Regular
Pakistan,2 Pieces Crispy Chicken,2.26,Crispy Chicken,Regular
Pakistan,3 Pieces Spicy Chicken with Regular Fries & Drink,2.88,Crispy Chicken,Regular
Pakistan,3 Pieces Crispy Chicken,2.88,Crispy Chicken,Regular
Pakistan,9pcs Spicy Chicken Bucket Meal,7.19,Crispy Chicken,Regular
Pakistan,9pcs Crispy Chicken Bucket Meal,7.19,Crispy Chicken,Regular
Pakistan,9pcs Spicy Chicken Bucket Meal,7.19,Share Bag,Regular
Pakistan,9pcs Crispy Chicken Bucket Meal,7.19,Share Bag,Regular
Pakistan,Happy Meal Beef Burger ,1.89,Happy Meals,Regular
Pakistan,Happy Meal Cheese Burger,2.03,Happy Meals,Regular
Pakistan,Happy Meal Chicken Burger ,2.03,Happy Meals,Regular
Pakistan,Happy Meal 4pcs Chicken McNuggets,2.03,Happy Meals,Regular
Pakistan,McFlurry - Fudge Brownie,1.72,Desserts,Regular
Pakistan,Double Chocolate Pie,1.34,Desserts,Regular
Pakistan,McFlurry - Oreo,1.55,Desserts,Regular
Pakistan,Chocolate Sundae,1.34,Desserts,Regular
Pakistan,Strawberry Sundae,1.34,Desserts,Regular
Pakistan,Apple Pie,1.34,Desserts,Regular
Pakistan,Any 2 Regular Shakes,1.23,Beverages,Regular
Pakistan,Cardamom Tea,1.03,Beverages,Regular
Pakistan,Regular Tea,0.91,Beverages,Regular
Pakistan,Green Tea,0.72,Beverages,Regular
Pakistan,Orange Juice,1.19,Beverages,Regular
Pakistan,Vanila Shake,1.34,Beverages,Regular
Pakistan,Chocolate Shake,1.34,Beverages,Regular
Pakistan,Strawberry Shake,1.34,Beverages,Regular
Pakistan,McFizz Strawberry,1.03,Beverages,Regular
Pakistan,Coke,0.72,Beverages,Regular
Pakistan,Sprite,0.72,Beverages,Regular
Pakistan,Fanta,0.72,Beverages,Regular
Pakistan,Coke Zero,0.72,Beverages,Regular
Pakistan,Bottled Water,0.14,Beverages,Regular
Pakistan,Regular Fries,1.03,Fries & Sides,Regular
Pakistan,Chicken McNuggets 6 pcs,1.89,Fries & Sides,Regular
Pakistan,Chicken McNuggets 9 pcs,2.48,Fries & Sides,Regular
Pakistan,Chicken McNuggets 20 pcs,4.11,Fries & Sides,Regular
Pakistan,Chocolate Lava Cake,1.12,McCafé Bakery,Regular
Pakistan,Red Velvet Lave Cake,1.12,McCafé Bakery,Regular
Pakistan,Oreo Cheese Cake,1.8,McCafé Bakery,Regular
Pakistan,Caramel Cake,1.8,McCafé Bakery,Regular
Pakistan,Red Velvet Cheese Cake,1.8,McCafé Bakery,Regular
Pakistan,Chocolate Fudge Cake,1.8,McCafé Bakery,Regular
Pakistan,6pcs Donuts,4.72,McCafé Bakery,Regular
Pakistan,Boston Cream,0.94,McCafé Bakery,Regular
Pakistan,Chocolate Fudge,0.94,McCafé Bakery,Regular
Pakistan,Caramel Cream,0.94,McCafé Bakery,Regular
Pakistan,Vanilla Sprinkle,0.94,McCafé Bakery,Regular
Pakistan,Chocolate Sprinkle,0.94,McCafé Bakery,Regular
Pakistan,Caramel Ring,0.94,McCafé Bakery,Regular
Pakistan,Butter Croissant,1.34,McCafé Bakery,Regular
Pakistan,Double Chocolate Muffin,1.34,McCafé Bakery,Regular
Pakistan,Milk Chocolate Cookie,0.88,McCafé Bakery,Regular
Pakistan,Double Chocolate Cookie,0.88,McCafé Bakery,Regular
Pakistan,Babyccino,0.54,McCafé Drinks,Regular
